#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
315646:6638,05/03/18 03:51:56,1033,HLT_IsoMu24_v11,0.195446371,0.191965411
315647:6638,05/03/18 10:38:46,58,HLT_IsoMu24_v11,0.008667561,0.008018223
315648:6638,05/03/18 11:04:01,110,HLT_IsoMu24_v11,0.015513783,0.015226193
315689:6639,05/03/18 14:58:22,1111,HLT_IsoMu24_v11,0.339287921,0.329961140
315690:6639,05/03/18 22:39:08,645,HLT_IsoMu24_v11,0.121163043,0.119002428
315702:6640,05/04/18 08:08:15,75,HLT_IsoMu24_v11,0.024261907,0.022853258
315703:6640,05/04/18 08:40:27,541,HLT_IsoMu24_v11,0.162493052,0.158162957
315704:6640,05/04/18 12:15:58,61,HLT_IsoMu24_v11,0.015167133,0.014739086
315705:6640,05/04/18 12:42:46,698,HLT_IsoMu24_v11,0.134634398,0.132385264
315713:6641,05/04/18 19:35:25,1061,HLT_IsoMu24_v11,0.365754044,0.353737207
315741:6643,05/05/18 11:57:43,59,HLT_IsoMu24_v11,0.025217811,0.023717346
315764:6645,05/05/18 15:48:29,273,HLT_IsoMu24_v11,0.119106781,0.114012549
315770:6646,05/06/18 02:20:23,294,HLT_IsoMu24_v11,0.126217609,0.121797651
315784:6648,05/06/18 11:07:00,126,HLT_IsoMu24_v11,0.053714745,0.051800303
315785:6648,05/06/18 12:23:07,303,HLT_IsoMu24_v11,0.109413795,0.106004136
315786:6648,05/06/18 14:25:10,72,HLT_IsoMu24_v11,0.022718539,0.021848285
315790:6648,05/06/18 18:12:51,919,HLT_IsoMu24_v11,0.176393930,0.173124270
315800:6650,05/07/18 06:55:20,581,HLT_IsoMu24_v11,0.213137166,0.206216972
315801:6650,05/07/18 10:57:12,344,HLT_IsoMu24_v11,0.101138786,0.098535193
315840:6654,05/07/18 21:19:16,1122,HLT_IsoMu24_v11,0.364441940,0.354113911
315973:6659,05/08/18 23:33:11,855,HLT_IsoMu24_v11,0.285941019,0.278588158
316061:6662,05/10/18 09:00:15,36,HLT_IsoMu24_v12,0.006254627,0.006146939
315974:6659,05/09/18 05:17:09,71,HLT_IsoMu24_v12,0.019080288,0.018532308
316058:6662,05/09/18 20:47:16,361,HLT_IsoMu24_v12,0.141638642,0.137198259
316059:6662,05/09/18 23:10:21,566,HLT_IsoMu24_v12,0.178383040,0.170428067
316060:6662,05/10/18 02:53:15,935,HLT_IsoMu24_v12,0.203916010,0.198480126
316062:6662,05/10/18 10:24:04,4,HLT_IsoMu24_v12,0.000709715,0.000698285
316082:6663,05/10/18 12:45:58,371,HLT_IsoMu24_v12,0.145839976,0.141360754
316110:6666,05/10/18 21:22:27,210,HLT_IsoMu24_v12,0.084663262,0.081970171
316111:6666,05/10/18 22:46:45,45,HLT_IsoMu24_v12,0.016576199,0.015162074
316113:6666,05/10/18 23:16:41,62,HLT_IsoMu24_v12,0.021626808,0.020491414
316114:6666,05/10/18 23:42:59,1561,HLT_IsoMu24_v12,0.377647738,0.367996897
316153:6672,05/11/18 17:03:13,770,HLT_IsoMu24_v12,0.263571828,0.256242639
316186:6674,05/12/18 03:09:36,17,HLT_IsoMu24_v12,0.007471334,0.006988707
316187:6674,05/12/18 03:18:33,1970,HLT_IsoMu24_v12,0.534590855,0.512431783
316199:6675,05/12/18 18:55:11,1164,HLT_IsoMu24_v12,0.416069318,0.401964285
316200:6675,05/13/18 02:29:14,9,HLT_IsoMu24_v12,0.002373000,0.002226192
316201:6675,05/13/18 02:36:34,491,HLT_IsoMu24_v12,0.114515886,0.110093665
316202:6675,05/13/18 05:53:19,403,HLT_IsoMu24_v12,0.077434461,0.075106418
316216:6677,05/13/18 11:57:38,440,HLT_IsoMu24_v12,0.178428459,0.171480475
316217:6677,05/13/18 15:05:03,264,HLT_IsoMu24_v12,0.091442477,0.088159461
316218:6677,05/13/18 16:52:47,1007,HLT_IsoMu24_v12,0.250143661,0.243000866
316219:6677,05/13/18 23:33:19,283,HLT_IsoMu24_v12,0.050388155,0.048978612
316239:6681,05/14/18 05:52:32,589,HLT_IsoMu24_v12,0.217723473,0.209320577
316240:6681,05/14/18 09:45:29,1222,HLT_IsoMu24_v12,0.293184840,0.283683862
316241:6681,05/14/18 17:44:39,325,HLT_IsoMu24_v12,0.055296361,0.053194571
316271:6683,05/15/18 00:23:54,86,HLT_IsoMu24_v12,0.032067478,0.029698355
316361:6688,05/15/18 17:14:35,182,HLT_IsoMu24_v13,0.027415887,0.026413887
316362:6688,05/15/18 18:35:04,425,HLT_IsoMu24_v13,0.055678975,0.053916088
316363:6688,05/15/18 21:30:58,46,HLT_IsoMu24_v13,0.004717234,0.004611485
316377:6690,05/16/18 01:56:02,21,HLT_IsoMu24_v13,0.003238999,0.001986070
316378:6690,05/16/18 02:06:22,29,HLT_IsoMu24_v13,0.006210418,0.003336673
316379:6690,05/16/18 02:20:12,70,HLT_IsoMu24_v13,0.014591107,0.008222157
316380:6690,05/16/18 02:51:00,1208,HLT_IsoMu24_v13,0.179336474,0.175280166
316455:6693,05/16/18 19:16:25,36,HLT_IsoMu24_v13,0.009914479,0.009607184
316457:6693,05/16/18 19:38:28,1454,HLT_IsoMu24_v13,0.335726476,0.326275938
316469:6694,05/17/18 07:48:25,428,HLT_IsoMu24_v13,0.154006793,0.148879222
316470:6694,05/17/18 11:54:09,476,HLT_IsoMu24_v13,0.121012240,0.116870246
316472:6694,05/17/18 15:00:34,328,HLT_IsoMu24_v13,0.068118644,0.066237491
316505:6696,05/18/18 00:24:11,1319,HLT_IsoMu24_v13,0.414505291,0.401222651
316569:6700,05/19/18 02:15:13,1888,HLT_IsoMu24_v13,0.499437562,0.485572357
316590:6702,05/19/18 20:55:25,510,HLT_IsoMu24_v13,0.195348630,0.189248932
316613:6706,05/20/18 07:52:22,193,HLT_IsoMu24_v13,0.032123857,0.031466211
316615:6706,05/20/18 09:12:45,338,HLT_IsoMu24_v13,0.050039803,0.049127397
316666:6709,05/20/18 21:51:33,976,HLT_IsoMu24_v13,0.289345879,0.279383150
316667:6709,05/21/18 04:15:41,197,HLT_IsoMu24_v13,0.043606535,0.042140303
316700:6710,05/21/18 11:45:22,301,HLT_IsoMu24_v13,0.118084631,0.114305225
316701:6710,05/21/18 14:12:33,474,HLT_IsoMu24_v13,0.149283393,0.143934331
316702:6710,05/21/18 17:21:19,388,HLT_IsoMu24_v13,0.098397595,0.095462417
316715:6711,05/22/18 01:10:33,13,HLT_IsoMu24_v13,0.003351276,0.003000557
316716:6711,05/22/18 01:30:21,174,HLT_IsoMu24_v13,0.067181759,0.061793307
316717:6711,05/22/18 02:44:00,190,HLT_IsoMu24_v13,0.065958857,0.063386389
316718:6711,05/22/18 04:00:35,310,HLT_IsoMu24_v13,0.093426560,0.089952514
316719:6711,05/22/18 06:17:36,131,HLT_IsoMu24_v13,0.034123429,0.032449669
316720:6711,05/22/18 07:16:06,182,HLT_IsoMu24_v13,0.043150901,0.041732333
316721:6711,05/22/18 08:29:42,15,HLT_IsoMu24_v13,0.003344681,0.003260094
316722:6711,05/22/18 08:45:58,747,HLT_IsoMu24_v13,0.139195624,0.134761087
316723:6711,05/22/18 13:38:48,64,HLT_IsoMu24_v13,0.009830609,0.009621165
316758:6712,05/22/18 16:43:00,1599,HLT_IsoMu24_v13,0.472005571,0.455685588
316766:6714,05/23/18 05:50:20,2148,HLT_IsoMu24_v13,0.578889068,0.561056135
316876:6719,05/24/18 23:17:15,593,HLT_IsoMu24_v13,0.230901223,0.216380329
316877:6719,05/25/18 03:18:15,394,HLT_IsoMu24_v13,0.114907700,0.111052148
316879:6719,05/25/18 06:01:35,154,HLT_IsoMu24_v13,0.038022698,0.036513340
316928:6724,05/25/18 17:30:22,149,HLT_IsoMu24_v13,0.045713748,0.044417541
316985:6731,05/27/18 20:04:08,470,HLT_IsoMu24_v13,0.177657545,0.172547627
316993:6733,05/28/18 03:32:50,210,HLT_IsoMu24_v13,0.079334145,0.074474368
316994:6733,05/28/18 04:58:46,14,HLT_IsoMu24_v13,0.005071516,0.004777139
316995:6733,05/28/18 05:06:29,623,HLT_IsoMu24_v13,0.191897012,0.186195824
317080:6737,05/28/18 20:40:32,26,HLT_IsoMu24_v13,0.008321827,0.007844298
317087:6738,05/28/18 23:14:11,738,HLT_IsoMu24_v13,0.252096735,0.243202203
317089:6738,05/29/18 04:46:51,999,HLT_IsoMu24_v13,0.220226757,0.212905926
317182:6741,05/30/18 09:15:46,1373,HLT_IsoMu24_v13,0.420764134,0.406209998
317212:6744,05/31/18 02:42:17,139,HLT_IsoMu24_v13,0.053920868,0.051172811
317213:6744,05/31/18 03:40:05,375,HLT_IsoMu24_v13,0.130331447,0.125490000
317279:6747,05/31/18 17:11:10,466,HLT_IsoMu24_v13,0.068311783,0.065891594
317291:6749,06/01/18 02:53:28,789,HLT_IsoMu24_v13,0.282641079,0.274031055
317292:6749,06/01/18 08:08:05,330,HLT_IsoMu24_v13,0.087647375,0.085007136
317297:6749,06/01/18 11:34:35,697,HLT_IsoMu24_v13,0.127414942,0.123799398
317319:6751,06/01/18 19:42:33,136,HLT_IsoMu24_v13,0.055459483,0.052249349
317320:6751,06/01/18 20:37:54,1818,HLT_IsoMu24_v13,0.476496154,0.460406195
317338:6752,06/02/18 10:48:26,40,HLT_IsoMu24_v13,0.015042884,0.013631195
317339:6752,06/02/18 11:06:14,153,HLT_IsoMu24_v13,0.063936144,0.061450264
317340:6752,06/02/18 12:17:48,417,HLT_IsoMu24_v13,0.147455838,0.140597438
317382:6755,06/03/18 16:34:21,70,HLT_IsoMu24_v13,0.027360876,0.024139662
317383:6755,06/03/18 17:05:19,58,HLT_IsoMu24_v13,0.023899689,0.022451451
317391:6757,06/04/18 03:21:59,8,HLT_IsoMu24_v13,0.003496548,0.002717314
317392:6757,06/04/18 03:27:44,1898,HLT_IsoMu24_v13,0.505359348,0.490659735
317435:6759,06/05/18 00:15:36,1396,HLT_IsoMu24_v13,0.374091934,0.360615503
317438:6759,06/05/18 09:20:20,307,HLT_IsoMu24_v13,0.051747091,0.049709793
317475:6761,06/05/18 18:13:47,68,HLT_IsoMu24_v13,0.027077772,0.025761374
317478:6761,06/05/18 18:47:21,23,HLT_IsoMu24_v13,0.008476482,0.007937305
317484:6761,06/05/18 19:51:18,523,HLT_IsoMu24_v13,0.165746311,0.160357101
317488:6761,06/05/18 23:26:30,844,HLT_IsoMu24_v13,0.186916937,0.181128944
317527:6763,06/06/18 22:52:12,1447,HLT_IsoMu24_v13,0.466680818,0.452102222
317591:6768,06/08/18 07:07:54,292,HLT_IsoMu24_v13,0.115252826,0.111117504
317626:6770,06/08/18 20:45:30,2005,HLT_IsoMu24_v13,0.546291029,0.528942858
317640:6772,06/09/18 13:47:48,796,HLT_IsoMu24_v13,0.270183999,0.261181150
317641:6772,06/09/18 19:02:09,1390,HLT_IsoMu24_v13,0.276437381,0.268316147
317648:6773,06/10/18 06:27:56,92,HLT_IsoMu24_v13,0.036314129,0.033882198
317649:6773,06/10/18 07:08:12,619,HLT_IsoMu24_v13,0.199896397,0.193212900
317650:6773,06/10/18 11:10:27,1304,HLT_IsoMu24_v13,0.264312623,0.255997534
317661:6774,06/10/18 21:56:59,1222,HLT_IsoMu24_v13,0.387537582,0.375653569
317663:6774,06/11/18 06:27:15,858,HLT_IsoMu24_v13,0.157243448,0.153301915
317683:6776,06/11/18 16:18:33,320,HLT_IsoMu24_v13,0.122369112,0.117852704
317696:6778,06/12/18 00:00:42,645,HLT_IsoMu24_v13,0.237878017,0.228788626
318733:6850,06/26/18 22:28:18,33,HLT_IsoMu24_v13,0.002986112,0.002792261
318828:6858,06/28/18 06:30:24,70,HLT_IsoMu24_v13,0.013680177,0.013229261
318872:6860,06/28/18 15:50:31,271,HLT_IsoMu24_v13,0.094888121,0.091855388
318874:6860,06/28/18 17:39:38,316,HLT_IsoMu24_v13,0.102970812,0.099566084
318876:6860,06/28/18 19:45:23,160,HLT_IsoMu24_v13,0.048736408,0.046587403
318877:6860,06/28/18 20:49:22,615,HLT_IsoMu24_v13,0.165062573,0.160549990
319077:6874,07/01/18 23:27:46,41,HLT_IsoMu24_v13,0.016847324,0.016372094
319337:6901,07/08/18 02:05:51,2193,HLT_IsoMu24_v13,0.237348102,0.232388818
319347:6904,07/08/18 19:53:18,650,HLT_IsoMu24_v13,0.228715236,0.210516181
319348:6904,07/09/18 00:07:18,37,HLT_IsoMu24_v13,0.010960722,0.005006509
319349:6904,07/09/18 00:23:34,148,HLT_IsoMu24_v13,0.041965497,0.040844091
319449:6909,07/09/18 20:59:32,695,HLT_IsoMu24_v13,0.258527149,0.249175703
319450:6909,07/10/18 01:32:44,681,HLT_IsoMu24_v13,0.212506203,0.207046976
319456:6909,07/10/18 07:08:40,207,HLT_IsoMu24_v13,0.053518846,0.052015906
319459:6909,07/10/18 08:32:35,78,HLT_IsoMu24_v13,0.017641531,0.017212189
319486:6911,07/11/18 09:10:21,66,HLT_IsoMu24_v13,0.021061443,0.020314851
319503:6911,07/11/18 17:30:46,317,HLT_IsoMu24_v13,0.094813288,0.090959389
319524:6912,07/11/18 22:27:29,1424,HLT_IsoMu24_v13,0.470775187,0.456704828
319526:6912,07/12/18 08:14:19,282,HLT_IsoMu24_v13,0.071760079,0.069659956
319528:6912,07/12/18 10:12:58,254,HLT_IsoMu24_v13,0.059799747,0.058411201
319579:6919,07/13/18 04:43:17,3128,HLT_IsoMu24_v13,0.842700420,0.818490479
319625:6921,07/14/18 14:05:51,190,HLT_IsoMu24_v13,0.072958790,0.070596630
319639:6923,07/14/18 18:52:13,1477,HLT_IsoMu24_v13,0.423099686,0.409342861
319656:6924,07/15/18 07:26:01,254,HLT_IsoMu24_v13,0.090587094,0.086472473
319657:6924,07/15/18 09:09:07,167,HLT_IsoMu24_v13,0.053753183,0.051824439
319658:6924,07/15/18 10:17:14,221,HLT_IsoMu24_v13,0.063644815,0.061716758
319659:6924,07/15/18 11:50:26,87,HLT_IsoMu24_v13,0.022608470,0.021787782
319678:6925,07/15/18 15:20:13,259,HLT_IsoMu24_v13,0.099053157,0.095425603
319687:6927,07/15/18 22:28:04,45,HLT_IsoMu24_v13,0.016486960,0.016053053
319697:6929,07/16/18 02:17:40,436,HLT_IsoMu24_v13,0.062719981,0.060561287
319698:6929,07/16/18 05:13:10,312,HLT_IsoMu24_v13,0.037203705,0.036295265
319756:6931,07/16/18 15:39:04,1923,HLT_IsoMu24_v13,0.507087482,0.490207560
319840:6939,07/17/18 22:27:53,348,HLT_IsoMu24_v13,0.051262088,0.049718970
319841:6939,07/18/18 00:44:33,167,HLT_IsoMu24_v13,0.020840269,0.020280330
319847:6940,07/18/18 04:02:30,3,HLT_IsoMu24_v13,0.001330140,0.000903546
319848:6940,07/18/18 04:04:45,53,HLT_IsoMu24_v13,0.019928725,0.019081685
319849:6940,07/18/18 04:28:02,489,HLT_IsoMu24_v13,0.179266263,0.173553507
319851:6940,07/18/18 07:46:30,4,HLT_IsoMu24_v13,0.001250214,0.001137046
319853:6940,07/18/18 08:01:32,256,HLT_IsoMu24_v13,0.073308035,0.071203933
319854:6940,07/18/18 09:44:34,225,HLT_IsoMu24_v13,0.055235431,0.053716621
319908:6942,07/19/18 02:40:13,51,HLT_IsoMu24_v13,0.019578850,0.018295996
319909:6942,07/19/18 03:03:13,6,HLT_IsoMu24_v13,0.002326547,0.001120252
319910:6942,07/19/18 03:09:20,983,HLT_IsoMu24_v13,0.315476062,0.304867395
319912:6942,07/19/18 09:34:18,59,HLT_IsoMu24_v13,0.014171249,0.013437294
319913:6942,07/19/18 09:59:24,56,HLT_IsoMu24_v13,0.013018670,0.012566299
319914:6942,07/19/18 10:22:49,32,HLT_IsoMu24_v13,0.007252554,0.006879894
319915:6942,07/19/18 10:37:23,416,HLT_IsoMu24_v13,0.088940472,0.086802730
319941:6944,07/19/18 19:59:35,255,HLT_IsoMu24_v13,0.098651267,0.094418021
319942:6944,07/19/18 21:41:30,50,HLT_IsoMu24_v13,0.017942967,0.017469047
319950:6946,07/20/18 02:45:30,168,HLT_IsoMu24_v13,0.067840573,0.065936582
319991:6953,07/20/18 15:48:51,837,HLT_IsoMu24_v13,0.292532002,0.282113669
319992:6953,07/20/18 21:15:39,262,HLT_IsoMu24_v13,0.067833885,0.065586878
319993:6953,07/20/18 23:01:06,955,HLT_IsoMu24_v13,0.187747701,0.182676621
320002:6956,07/21/18 08:17:32,141,HLT_IsoMu24_v13,0.052523648,0.050203881
320006:6956,07/21/18 09:46:32,340,HLT_IsoMu24_v13,0.117880259,0.114140954
320010:6956,07/21/18 14:27:42,330,HLT_IsoMu24_v13,0.076664447,0.074677045
320011:6956,07/21/18 16:38:02,302,HLT_IsoMu24_v13,0.063113485,0.061138295
320012:6956,07/21/18 18:38:20,99,HLT_IsoMu24_v13,0.018712035,0.018060759
320023:6957,07/21/18 21:33:03,276,HLT_IsoMu24_v13,0.103950839,0.098835382
320024:6957,07/21/18 23:21:36,409,HLT_IsoMu24_v13,0.130156237,0.126441802
320025:6957,07/22/18 02:03:20,112,HLT_IsoMu24_v13,0.030948007,0.030113403
320026:6957,07/22/18 02:49:54,204,HLT_IsoMu24_v13,0.051564870,0.050085960
320038:6960,07/22/18 07:09:04,619,HLT_IsoMu24_v13,0.226791709,0.218714081
320039:6960,07/22/18 11:13:45,28,HLT_IsoMu24_v13,0.008538614,0.008200324
320040:6960,07/22/18 11:29:06,737,HLT_IsoMu24_v13,0.183360034,0.177429449
321012:7037,08/08/18 13:58:30,46,HLT_IsoMu24_v13,0.005253631,0.004974461
320059:6961,07/22/18 18:43:23,103,HLT_IsoMu24_v13,0.042810115,0.040909008
320060:6961,07/22/18 19:27:05,42,HLT_IsoMu24_v13,0.016524609,0.015725135
320061:6961,07/22/18 19:46:28,49,HLT_IsoMu24_v13,0.019093879,0.018270201
320062:6961,07/22/18 20:06:50,21,HLT_IsoMu24_v13,0.008000818,0.006956526
320063:6961,07/22/18 20:17:40,62,HLT_IsoMu24_v13,0.022963310,0.022166274
320064:6961,07/22/18 20:48:07,198,HLT_IsoMu24_v13,0.067732438,0.064855954
320065:6961,07/22/18 22:09:30,917,HLT_IsoMu24_v13,0.234252055,0.227087403
320673:7005,08/01/18 02:33:01,867,HLT_IsoMu24_v13,0.065886258,0.064592146
320674:7005,08/01/18 08:11:46,599,HLT_IsoMu24_v13,0.034307292,0.033749177
320688:7006,08/01/18 15:24:06,483,HLT_IsoMu24_v13,0.135322479,0.130855973
320712:7008,08/02/18 02:45:01,204,HLT_IsoMu24_v13,0.071961798,0.069580333
320757:7013,08/02/18 14:37:56,332,HLT_IsoMu24_v13,0.120887148,0.116684512
320804:7017,08/03/18 07:27:51,1225,HLT_IsoMu24_v13,0.330169853,0.319035302
320807:7017,08/03/18 15:28:46,2,HLT_IsoMu24_v13,0.000377821,0.000348395
320809:7017,08/03/18 15:43:13,716,HLT_IsoMu24_v13,0.109017320,0.106231067
320821:7018,08/03/18 23:57:32,181,HLT_IsoMu24_v13,0.062972025,0.060433375
320822:7018,08/04/18 01:09:16,522,HLT_IsoMu24_v13,0.154771051,0.149815329
320823:7018,08/04/18 04:34:31,360,HLT_IsoMu24_v13,0.082833703,0.080025689
320824:7018,08/04/18 06:55:49,1051,HLT_IsoMu24_v13,0.168366963,0.164020607
320838:7020,08/04/18 17:31:12,263,HLT_IsoMu24_v13,0.096206943,0.092366779
320840:7020,08/04/18 19:20:14,466,HLT_IsoMu24_v13,0.145327557,0.139844678
320841:7020,08/04/18 22:26:03,205,HLT_IsoMu24_v13,0.052347912,0.050468420
320853:7024,08/05/18 06:48:20,327,HLT_IsoMu24_v13,0.121670755,0.118066392
320854:7024,08/05/18 08:59:06,124,HLT_IsoMu24_v13,0.041083138,0.039645199
320855:7024,08/05/18 09:50:43,565,HLT_IsoMu24_v13,0.151992268,0.146560086
320856:7024,08/05/18 13:36:28,159,HLT_IsoMu24_v13,0.034598947,0.033490997
320857:7024,08/05/18 14:39:57,272,HLT_IsoMu24_v13,0.054740677,0.052860042
320858:7024,08/05/18 16:27:33,230,HLT_IsoMu24_v13,0.039032636,0.037521219
320859:7024,08/05/18 18:00:16,40,HLT_IsoMu24_v13,0.005145835,0.004926687
320887:7026,08/05/18 22:38:34,272,HLT_IsoMu24_v13,0.107454195,0.104362439
320888:7026,08/06/18 00:26:10,26,HLT_IsoMu24_v13,0.009764341,0.009500266
320916:7031,08/06/18 09:12:39,24,HLT_IsoMu24_v13,0.007336276,0.006635055
320917:7031,08/06/18 09:25:17,1925,HLT_IsoMu24_v13,0.492549200,0.477804518
320920:7031,08/06/18 21:56:15,178,HLT_IsoMu24_v13,0.024669321,0.024013498
320933:7033,08/07/18 03:29:36,171,HLT_IsoMu24_v13,0.054125959,0.051966171
320934:7033,08/07/18 04:38:31,824,HLT_IsoMu24_v13,0.217000789,0.210461750
320936:7033,08/07/18 10:01:22,395,HLT_IsoMu24_v13,0.080609068,0.078320294
320941:7033,08/07/18 12:39:42,93,HLT_IsoMu24_v13,0.016178969,0.015638136
320980:7035,08/07/18 15:52:40,99,HLT_IsoMu24_v13,0.039561990,0.038407873
320995:7036,08/07/18 19:28:55,175,HLT_IsoMu24_v13,0.026906905,0.025796132
320996:7036,08/07/18 20:42:30,376,HLT_IsoMu24_v13,0.050076867,0.048288004
321004:7037,08/08/18 01:47:42,142,HLT_IsoMu24_v13,0.048647590,0.046906845
321005:7037,08/08/18 02:48:15,57,HLT_IsoMu24_v13,0.019956680,0.019195962
321006:7037,08/08/18 03:15:04,162,HLT_IsoMu24_v13,0.054086488,0.051704609
321007:7037,08/08/18 04:19:56,827,HLT_IsoMu24_v13,0.209249867,0.202764245
321009:7037,08/08/18 09:43:25,77,HLT_IsoMu24_v13,0.015125993,0.014732991
321010:7037,08/08/18 10:16:22,340,HLT_IsoMu24_v13,0.059404188,0.057206849
321011:7037,08/08/18 12:32:48,209,HLT_IsoMu24_v13,0.031247777,0.028948924
321051:7039,08/09/18 03:17:54,1099,HLT_IsoMu24_v13,0.323181375,0.311579165
321055:7039,08/09/18 10:35:36,730,HLT_IsoMu24_v13,0.128411902,0.125495933
321067:7040,08/09/18 18:21:44,590,HLT_IsoMu24_v13,0.178774916,0.172708151
321068:7040,08/09/18 22:16:40,705,HLT_IsoMu24_v13,0.151088675,0.147137442
321069:7040,08/10/18 02:54:15,313,HLT_IsoMu24_v13,0.051305666,0.049557953
321119:7042,08/10/18 15:12:52,168,HLT_IsoMu24_v13,0.062143105,0.058668900
321121:7042,08/10/18 16:22:06,45,HLT_IsoMu24_v13,0.016635766,0.015831597
321122:7042,08/10/18 16:42:10,385,HLT_IsoMu24_v13,0.125163200,0.120347054
321124:7042,08/10/18 19:20:25,814,HLT_IsoMu24_v13,0.191898262,0.185308786
321126:7042,08/11/18 01:03:45,493,HLT_IsoMu24_v13,0.081502902,0.078957727
321134:7043,08/11/18 08:39:55,38,HLT_IsoMu24_v13,0.008416372,0.008164377
321138:7043,08/11/18 09:33:42,723,HLT_IsoMu24_v13,0.146697293,0.141978286
321140:7043,08/11/18 14:25:01,798,HLT_IsoMu24_v13,0.119694313,0.116950318
321149:7045,08/11/18 22:25:55,1697,HLT_IsoMu24_v13,0.446897297,0.433918740
321165:7047,08/12/18 15:19:23,2,HLT_IsoMu24_v13,0.000806769,0.000389901
321166:7047,08/12/18 15:42:32,10,HLT_IsoMu24_v13,0.003997497,0.003380967
321167:7047,08/12/18 15:51:01,918,HLT_IsoMu24_v13,0.282765296,0.274128827
321177:7048,08/13/18 03:40:20,411,HLT_IsoMu24_v13,0.156073976,0.151675475
321178:7048,08/13/18 06:57:22,74,HLT_IsoMu24_v13,0.023596285,0.023034674
321218:7052,08/13/18 12:13:49,899,HLT_IsoMu24_v13,0.292543274,0.282502603
321219:7052,08/13/18 18:10:44,930,HLT_IsoMu24_v13,0.186212149,0.181190276
321221:7052,08/14/18 00:13:21,40,HLT_IsoMu24_v13,0.006038632,0.005906224
321230:7053,08/14/18 03:33:41,81,HLT_IsoMu24_v13,0.032086696,0.022670580
321231:7053,08/14/18 04:09:24,58,HLT_IsoMu24_v13,0.024271601,0.014523788
321232:7053,08/14/18 04:36:11,24,HLT_IsoMu24_v13,0.009687359,0.006057973
321233:7053,08/14/18 04:47:55,727,HLT_IsoMu24_v13,0.238950290,0.231854179
321262:7054,08/14/18 12:50:07,4,HLT_IsoMu24_v13,0.001737804,0.001669137
321283:7055,08/14/18 15:05:56,309,HLT_IsoMu24_v13,0.124577387,0.119781941
321294:7055,08/14/18 17:35:51,62,HLT_IsoMu24_v13,0.022067690,0.020610644
321295:7055,08/14/18 18:01:35,734,HLT_IsoMu24_v13,0.208662651,0.201491521
321296:7055,08/14/18 22:55:44,56,HLT_IsoMu24_v13,0.012397972,0.011876652
321305:7056,08/15/18 02:02:21,2625,HLT_IsoMu24_v13,0.621844054,0.601908035
321393:7058,08/17/18 05:32:36,138,HLT_IsoMu24_v13,0.051871336,0.049689602
